country,continent,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Germany,Europe,1967.0,70.8,76368453.0,14745.62561,DEU,276.0
Hungary,Europe,2002.0,72.59,10083313.0,14843.93556,HUN,348.0
Ghana,Africa,2002.0,58.453,20550751.0,1111.9845779999996,GHA,288.0
Bahrain,Asia,1987.0,70.75,454612.0,18524.02406,BHR,48.0
Iran,Asia,1957.0,47.181,19792000.0,3290.257643,IRN,364.0
Belgium,Europe,1967.0,70.94,9556500.0,13149.04119,BEL,56.0
China,Asia,2002.0,72.028,1280400000.0,3119.280896,CHN,156.0
Chile,Americas,2002.0,77.86,15497046.0,10778.78385,CHL,152.0
Singapore,Asia,1962.0,65.798,1750200.0,3674.735572,SGP,702.0
Trinidad and Tobago,Americas,1982.0,68.832,1116479.0,9119.528607,TTO,780.0
Saudi Arabia,Asia,1997.0,70.533,21229759.0,20586.69019,SAU,682.0
Madagascar,Africa,1967.0,42.881,6334556.0,1634.047282,MDG,450.0
Mauritius,Africa,1957.0,58.089,609816.0,2034.037981,MUS,480.0
Albania,Europe,1982.0,70.42,2780097.0,3630.880722,ALB,8.0
Finland,Europe,1992.0,75.7,5041039.0,20647.16499,FIN,246.0
South Africa,Africa,1957.0,47.985,16151549.0,5487.104219,ZAF,710.0
Zambia,Africa,2002.0,39.19300000000001,10595811.0,1071.6139380000004,ZMB,894.0
Zimbabwe,Africa,1987.0,62.351000000000006,9216418.0,706.1573059,ZWE,716.0
Slovenia,Europe,1967.0,69.18,1646912.0,9405.489397,SVN,705.0
Kenya,Africa,1992.0,59.285,25020539.0,1341.9217210000004,KEN,404.0
Lesotho,Africa,1997.0,55.558,1982823.0,1186.147994,LSO,426.0
Iran,Asia,1997.0,68.042,63327987.0,8263.590301,IRN,364.0
Netherlands,Europe,2002.0,78.53,16122830.0,33724.75778,NLD,528.0
Lebanon,Asia,1952.0,55.928,1439529.0,4834.804067,LBN,422.0
Cambodia,Asia,1977.0,31.22,6978607.0,524.9721831999999,KHM,116.0
"Congo, Rep.",Africa,2002.0,52.97,3328795.0,3484.06197,COG,178.0
Israel,Asia,1992.0,76.93,4936550.0,18051.52254,ISR,376.0
Benin,Africa,1952.0,38.223,1738315.0,1062.7522,BEN,204.0
India,Asia,1982.0,56.596,708000000.0,855.7235377000002,IND,356.0
Uruguay,Americas,1997.0,74.223,3262838.0,9230.240708,URY,858.0
Jordan,Asia,1987.0,65.869,2820042.0,4448.679912,JOR,400.0
Czech Republic,Europe,1982.0,70.96,10303704.0,15377.22855,CZE,203.0
Botswana,Africa,1957.0,49.618,474639.0,918.2325349,BWA,72.0
Jamaica,Americas,1977.0,70.11,2156814.0,6650.195573,JAM,388.0
Jordan,Asia,1972.0,56.528,1613551.0,2110.856309,JOR,400.0
Mexico,Americas,1972.0,62.361,55984294.0,6809.406690000002,MEX,484.0
Honduras,Americas,1957.0,44.665,1770390.0,2220.487682,HND,340.0
Lesotho,Africa,1957.0,45.047,813338.0,335.9971151000001,LSO,426.0
New Zealand,Oceania,1997.0,77.55,3676187.0,21050.41377,NZL,554.0
Brazil,Americas,1957.0,53.285,65551171.0,2487.365989,BRA,76.0
Mongolia,Asia,1982.0,57.489,1756032.0,2000.603139,MNG,496.0
Saudi Arabia,Asia,1977.0,58.69,8128505.0,34167.7626,SAU,682.0
Puerto Rico,Americas,2002.0,77.778,3859606.0,18855.60618,PRI,630.0
Austria,Europe,1987.0,74.94,7578903.0,23687.82607,AUT,40.0
Sudan,Africa,1952.0,38.635,8504667.0,1615.991129,SDN,736.0
Malaysia,Asia,1997.0,71.938,20476091.0,10132.90964,MYS,458.0
Venezuela,Americas,2002.0,72.766,24287670.0,8605.047831,VEN,862.0
Algeria,Africa,1957.0,45.685,10270856.0,3013.976023,DZA,12.0
Jamaica,Americas,1972.0,69.0,1997616.0,7433.889293000001,JAM,388.0
Bangladesh,Asia,1972.0,45.252,70759295.0,630.2336265,BGD,50.0
Jamaica,Americas,1987.0,71.77,2326606.0,6351.237495,JAM,388.0
Bangladesh,Asia,1962.0,41.216,56839289.0,686.3415537999998,BGD,50.0
Bolivia,Americas,1982.0,53.859,5642224.0,3156.510452,BOL,68.0
Haiti,Americas,1977.0,49.923,4908554.0,1874.298931,HTI,332.0
Canada,Americas,1992.0,77.95,28523502.0,26342.88426,CAN,124.0
Kenya,Africa,1967.0,50.654,10191512.0,1056.736457,KEN,404.0
Bulgaria,Europe,2007.0,73.005,7322858.0,10680.79282,BGR,100.0
Bahrain,Asia,1967.0,59.923,202182.0,14804.6727,BHR,48.0
Togo,Africa,1987.0,56.941,3154264.0,1202.201361,TGO,768.0
Thailand,Asia,1982.0,64.597,48827160.0,2393.219781,THA,764.0
Poland,Europe,1977.0,70.67,34621254.0,9508.141454,POL,616.0
Taiwan,Asia,1977.0,70.59,16785196.0,5596.519826,TWN,158.0
Equatorial Guinea,Africa,1962.0,37.485,249220.0,582.8419713999998,GNQ,226.0
Honduras,Americas,1982.0,60.909,3669448.0,3121.7607940000007,HND,340.0
Mauritius,Africa,1992.0,69.745,1096202.0,6058.253846000001,MUS,480.0
Ethiopia,Africa,1977.0,44.51,34617799.0,556.8083834,ETH,231.0
Tunisia,Africa,1997.0,71.973,9231669.0,4876.798614,TUN,788.0
Cuba,Americas,1987.0,74.17399999999998,10239839.0,7532.924762999999,CUB,192.0
Vietnam,Asia,1987.0,62.82,62826491.0,820.7994449,VNM,704.0
Croatia,Europe,2007.0,75.748,4493312.0,14619.222719999998,HRV,191.0
Chile,Americas,1962.0,57.924,7961258.0,4519.094331,CHL,152.0
Jordan,Asia,1992.0,68.015,3867409.0,3431.593647,JOR,400.0
Namibia,Africa,2007.0,52.90600000000001,2055080.0,4811.060429,NAM,516.0
Albania,Europe,1957.0,59.28,1476505.0,1942.284244,ALB,8.0
Australia,Oceania,1972.0,71.93,13177000.0,16788.62948,AUS,36.0
Rwanda,Africa,2007.0,46.242,8860588.0,863.0884639000002,RWA,646.0
Bosnia and Herzegovina,Europe,1952.0,53.82,2791000.0,973.5331948,BIH,70.0
Namibia,Africa,1997.0,58.909,1774766.0,3899.52426,NAM,516.0
Botswana,Africa,1997.0,52.556,1536536.0,8647.142313,BWA,72.0
Rwanda,Africa,1957.0,41.5,2822082.0,540.2893982999999,RWA,646.0
France,Europe,1982.0,74.89,54433565.0,20293.89746,FRA,250.0
Somalia,Africa,1957.0,34.977,2780415.0,1258.147413,SOM,706.0
Japan,Asia,1952.0,63.03,86459025.0,3216.956347,JPN,392.0
Japan,Asia,1992.0,79.36,124329269.0,26824.89511,JPN,392.0
Liberia,Africa,1957.0,39.486,975950.0,620.9699901,LBR,430.0
Tunisia,Africa,2002.0,73.042,9770575.0,5722.895654999998,TUN,788.0
Sweden,Europe,1987.0,77.19,8421403.0,23586.92927,SWE,752.0
Cameroon,Africa,2007.0,50.43,17696293.0,2042.09524,CMR,120.0
Lesotho,Africa,1987.0,57.18,1599200.0,773.9932140999998,LSO,426.0
Myanmar,Asia,1992.0,59.32,40546538.0,347.0,MMR,104.0
Reunion,Africa,2007.0,76.442,798094.0,7670.122558,REU,638.0
Cambodia,Asia,1957.0,41.36600000000001,5322536.0,434.0383364,KHM,116.0
Togo,Africa,1997.0,58.39,4320890.0,982.2869243,TGO,768.0
Cote d'Ivoire,Africa,2007.0,48.328,18013409.0,1544.750112,CIV,384.0
Ethiopia,Africa,1957.0,36.667,22815614.0,378.9041632,ETH,231.0
"Korea, Rep.",Asia,1952.0,47.453,20947571.0,1030.592226,KOR,410.0
Iceland,Europe,1992.0,78.77,259012.0,25144.39201,ISL,352.0
United States,Americas,1987.0,75.02,242803533.0,29884.350410000006,USA,840.0
Mauritius,Africa,1972.0,62.944,851334.0,2575.484158,MUS,480.0
Kenya,Africa,1952.0,42.27,6464046.0,853.5409189999998,KEN,404.0
Myanmar,Asia,1972.0,53.07,28466390.0,357.0,MMR,104.0
Myanmar,Asia,1997.0,60.328,43247867.0,415.0,MMR,104.0
Iceland,Europe,1997.0,78.95,271192.0,28061.099660000003,ISL,352.0
Burkina Faso,Africa,1972.0,43.591,5433886.0,854.7359763000002,BFA,854.0
France,Europe,1987.0,76.34,55630100.0,22066.44214,FRA,250.0
Senegal,Africa,1987.0,55.769,7171347.0,1441.72072,SEN,686.0
Guinea,Africa,2002.0,53.676,8807818.0,945.5835837,GIN,324.0
Ghana,Africa,1992.0,57.50100000000001,16278738.0,925.060154,GHA,288.0
Paraguay,Americas,1952.0,62.649,1555876.0,1952.308701,PRY,600.0
Bosnia and Herzegovina,Europe,1957.0,58.45,3076000.0,1353.989176,BIH,70.0
Botswana,Africa,2002.0,46.63399999999999,1630347.0,11003.60508,BWA,72.0
Montenegro,Europe,1997.0,75.445,692651.0,6465.613349,MNE,499.0
Djibouti,Africa,1982.0,48.812,305991.0,2879.468067,DJI,262.0
"Hong Kong, China",Asia,1987.0,76.2,5584510.0,20038.47269,HKG,344.0
Myanmar,Asia,2002.0,59.908,45598081.0,611.0,MMR,104.0
Cambodia,Asia,1972.0,40.317,7450606.0,421.6240257,KHM,116.0
Pakistan,Asia,1977.0,54.043,78152686.0,1175.921193,PAK,586.0
Saudi Arabia,Asia,1967.0,49.901,5618198.0,16903.04886,SAU,682.0
Bangladesh,Asia,1952.0,37.484,46886859.0,684.2441716,BGD,50.0
Chile,Americas,1977.0,67.05199999999999,10599793.0,4756.763836,CHL,152.0
Cuba,Americas,1982.0,73.717,9789224.0,7316.918106999998,CUB,192.0
Comoros,Africa,1977.0,50.93899999999999,304739.0,1172.603047,COM,174.0
Morocco,Africa,1987.0,62.677,22987397.0,2755.046991,MAR,504.0
Tunisia,Africa,1967.0,52.053,4786986.0,1932.3601670000005,TUN,788.0
Morocco,Africa,1972.0,52.862,16660670.0,1930.194975,MAR,504.0
Angola,Africa,1997.0,40.963,9875024.0,2277.140884,AGO,24.0
United Kingdom,Europe,1957.0,70.42,51430000.0,11283.17795,GBR,826.0
United Kingdom,Europe,1952.0,69.18,50430000.0,9979.508487,GBR,826.0
Slovak Republic,Europe,1987.0,71.08,5199318.0,12037.26758,SVK,703.0
Syria,Asia,1957.0,48.284,4149908.0,2117.234893,SYR,760.0
Swaziland,Africa,1992.0,58.474,962344.0,3553.0224,SWZ,748.0
Taiwan,Asia,1997.0,75.25,21628605.0,20206.82098,TWN,158.0
Costa Rica,Americas,1952.0,57.206,926317.0,2627.0094710000008,CRI,188.0
Germany,Europe,1982.0,73.8,78335266.0,22031.53274,DEU,276.0
Uruguay,Americas,1972.0,68.673,2829526.0,5703.408898,URY,858.0
Equatorial Guinea,Africa,1977.0,42.024,192675.0,958.5668124,GNQ,226.0
Haiti,Americas,1997.0,56.67100000000001,6913545.0,1341.726931,HTI,332.0
Namibia,Africa,1992.0,61.999,1554253.0,3804.537999,NAM,516.0
Lebanon,Asia,1997.0,70.265,3430388.0,8754.96385,LBN,422.0
Finland,Europe,1982.0,74.55,4826933.0,18533.15761,FIN,246.0
Israel,Asia,1967.0,70.75,2693585.0,8393.741404,ISR,376.0
"Korea, Dem. Rep.",Asia,1962.0,56.65600000000001,10917494.0,1621.693598,KOR,410.0
Liberia,Africa,1982.0,44.852,1956875.0,572.1995694,LBR,430.0
Ghana,Africa,2007.0,60.022,22873338.0,1327.60891,GHA,288.0
Senegal,Africa,1952.0,37.278,2755589.0,1450.356983,SEN,686.0
Oman,Asia,1997.0,72.499,2283635.0,19702.05581,OMN,512.0
Chile,Americas,1972.0,63.441,9717524.0,5494.024437,CHL,152.0
Venezuela,Americas,1992.0,71.15,20265563.0,10733.92631,VEN,862.0
Reunion,Africa,1952.0,52.724,257700.0,2718.885295,REU,638.0
Sweden,Europe,1997.0,79.39,8897619.0,25266.59499,SWE,752.0
Guinea,Africa,1957.0,34.558,2876726.0,576.2670245,GIN,324.0
Swaziland,Africa,1962.0,44.992,370006.0,1856.182125,SWZ,748.0
Sudan,Africa,1997.0,55.37300000000001,32160729.0,1632.2107640000004,SDN,736.0
Burundi,Africa,1952.0,39.031,2445618.0,339.2964587,BDI,108.0
Ecuador,Americas,1962.0,54.64,4681707.0,4086.114078,ECU,218.0
"Yemen, Rep.",Asia,2007.0,62.698,22211743.0,2280.769906,YEM,887.0
India,Asia,1977.0,54.208,634000000.0,813.3373230000002,IND,356.0
China,Asia,1982.0,65.525,1000281000.0,962.4213805,CHN,156.0
Hungary,Europe,1952.0,64.03,9504000.0,5263.673816,HUN,348.0
Gabon,Africa,2007.0,56.735,1454867.0,13206.48452,GAB,266.0
Slovenia,Europe,1977.0,70.97,1746919.0,15277.030169999998,SVN,705.0
Madagascar,Africa,1962.0,40.848,5703324.0,1643.38711,MDG,450.0
Slovak Republic,Europe,1957.0,67.45,3844277.0,6093.26298,SVK,703.0
"Yemen, Rep.",Asia,1972.0,39.848,7407075.0,1265.047031,YEM,887.0
Serbia,Europe,1952.0,57.996,6860147.0,3581.459448,SRB,688.0
Iraq,Asia,1997.0,58.81100000000001,20775703.0,3076.239795,IRQ,368.0
Dominican Republic,Americas,1987.0,66.046,6655297.0,2899.842175,DOM,214.0
Venezuela,Americas,1982.0,68.557,15620766.0,11152.41011,VEN,862.0
Sudan,Africa,1957.0,39.624,9753392.0,1770.3370739999998,SDN,736.0
Thailand,Asia,1967.0,58.285,34024249.0,1295.46066,THA,764.0
Mauritania,Africa,1952.0,40.543,1022556.0,743.1159097,MRT,478.0
Mongolia,Asia,1992.0,61.271,2312802.0,1785.402016,MNG,496.0
Australia,Oceania,1992.0,77.56,17481977.0,23424.76683,AUS,36.0
Trinidad and Tobago,Americas,1962.0,64.9,887498.0,4997.523971000001,TTO,780.0
Algeria,Africa,1962.0,48.303,11000948.0,2550.81688,DZA,12.0
Afghanistan,Asia,1962.0,31.997,10267083.0,853.1007099999998,AFG,4.0
Slovenia,Europe,1992.0,73.64,1999210.0,14214.71681,SVN,705.0
Indonesia,Asia,1977.0,52.702,136725000.0,1382.702056,IDN,360.0
Austria,Europe,1982.0,73.18,7574613.0,21597.08362,AUT,40.0
India,Asia,1972.0,50.651,567000000.0,724.032527,IND,356.0
Argentina,Americas,1997.0,73.275,36203463.0,10967.28195,ARG,32.0
Oman,Asia,1987.0,67.734,1593882.0,18115.22313,OMN,512.0
Dominican Republic,Americas,2007.0,72.235,9319622.0,6025.3747520000015,DOM,214.0
Somalia,Africa,1967.0,38.977,3428839.0,1284.7331800000004,SOM,706.0
Puerto Rico,Americas,1992.0,73.911,3585176.0,14641.58711,PRI,630.0
Bangladesh,Asia,1997.0,59.412,123315288.0,972.7700352,BGD,50.0
Ghana,Africa,1997.0,58.556,18418288.0,1005.245812,GHA,288.0
Swaziland,Africa,1997.0,54.289,1054486.0,3876.76846,SWZ,748.0
Pakistan,Asia,1997.0,61.81800000000001,135564834.0,2049.3505210000008,PAK,586.0
Czech Republic,Europe,1972.0,70.29,9862158.0,13108.4536,CZE,203.0
Iceland,Europe,1987.0,77.23,244676.0,26923.20628,ISL,352.0
Nicaragua,Americas,1977.0,57.47,2554598.0,5486.371089,NIC,558.0
"Korea, Dem. Rep.",Asia,1967.0,59.942,12617009.0,2143.540609,KOR,410.0
Tanzania,Africa,2002.0,49.651,34593779.0,899.0742111,TZA,834.0
Ecuador,Americas,1957.0,51.356,4058385.0,3780.546651,ECU,218.0
Burundi,Africa,1967.0,43.548,3330989.0,412.97751360000007,BDI,108.0
Gabon,Africa,1982.0,56.56399999999999,753874.0,15113.36194,GAB,266.0
Sierra Leone,Africa,1962.0,32.767,2467895.0,1116.6398769999996,SLE,694.0
Gabon,Africa,2002.0,56.761,1299304.0,12521.71392,GAB,266.0
Iraq,Asia,1962.0,51.457,7240260.0,8341.737815,IRQ,368.0
Mauritania,Africa,2002.0,62.247,2828858.0,1579.019543,MRT,478.0
Peru,Americas,1962.0,49.096,10516500.0,4957.037982,PER,604.0
United Kingdom,Europe,1982.0,74.04,56339704.0,18232.42452,GBR,826.0
Gabon,Africa,1972.0,48.69,537977.0,11401.94841,GAB,266.0
Botswana,Africa,1972.0,56.024,619351.0,2263.6111140000007,BWA,72.0
Uruguay,Americas,2002.0,75.307,3363085.0,7727.002004000001,URY,858.0
Nigeria,Africa,1987.0,46.886,81551520.0,1385.029563,NGA,566.0
Colombia,Americas,2007.0,72.889,44227550.0,7006.580419,COL,170.0
Greece,Europe,1997.0,77.869,10502372.0,18747.69814,GRC,300.0
Nicaragua,Americas,1982.0,59.298,2979423.0,3470.3381560000007,NIC,558.0
Ecuador,Americas,2007.0,74.994,13755680.0,6873.262326000001,ECU,218.0
Nepal,Asia,2007.0,63.785,28901790.0,1091.359778,NPL,524.0
Senegal,Africa,1992.0,58.19600000000001,8307920.0,1367.899369,SEN,686.0
Mozambique,Africa,1987.0,42.861,12891952.0,389.8761846,MOZ,508.0
Greece,Europe,1957.0,67.86,8096218.0,4916.299889,GRC,300.0
Mozambique,Africa,1992.0,44.284,13160731.0,410.8968239,MOZ,508.0
Belgium,Europe,1997.0,77.53,10199787.0,27561.19663,BEL,56.0
Canada,Americas,1982.0,75.76,25201900.0,22898.79214,CAN,124.0
Costa Rica,Americas,1977.0,70.75,2108457.0,5926.876967,CRI,188.0
Albania,Europe,2007.0,76.423,3600523.0,5937.029525999998,ALB,8.0
Guinea,Africa,1982.0,42.89100000000001,4710497.0,857.2503577,GIN,324.0
Portugal,Europe,1972.0,69.26,8970450.0,9022.247417,PRT,620.0
Spain,Europe,2002.0,79.78,40152517.0,24835.47166,ESP,724.0
Austria,Europe,1997.0,77.51,8069876.0,29095.920660000003,AUT,40.0
Mali,Africa,1972.0,39.977,5828158.0,581.3688761,MLI,466.0
Taiwan,Asia,2007.0,78.4,23174294.0,28718.27684,TWN,158.0
Bangladesh,Asia,1957.0,39.348,51365468.0,661.6374577,BGD,50.0
Venezuela,Americas,1972.0,65.712,11515649.0,10505.25966,VEN,862.0
Serbia,Europe,2002.0,73.21300000000002,10111559.0,7236.075251,SRB,688.0
Senegal,Africa,1997.0,60.187,9535314.0,1392.368347,SEN,686.0
Indonesia,Asia,1957.0,39.918,90124000.0,858.9002707000002,IDN,360.0
"Congo, Rep.",Africa,1957.0,45.053,940458.0,2315.056572,COG,178.0
Djibouti,Africa,1957.0,37.328,71851.0,2864.9690760000008,DJI,262.0
Philippines,Asia,1972.0,58.065,40850141.0,1989.37407,PHL,608.0
Iceland,Europe,1977.0,76.11,221823.0,19654.96247,ISL,352.0
Malaysia,Asia,1977.0,65.256,12845381.0,3827.921571,MYS,458.0
Costa Rica,Americas,1962.0,62.842,1345187.0,3460.937025,CRI,188.0
Iraq,Asia,1977.0,60.413,11882916.0,14688.23507,IRQ,368.0
Mauritius,Africa,1962.0,60.246,701016.0,2529.0674870000007,MUS,480.0
Haiti,Americas,2002.0,58.137,7607651.0,1270.364932,HTI,332.0
Ecuador,Americas,1972.0,58.79600000000001,6298651.0,5280.99471,ECU,218.0
Panama,Americas,1957.0,59.201,1063506.0,2961.800905,PAN,591.0
Germany,Europe,1997.0,77.34,82011073.0,27788.88416,DEU,276.0
Montenegro,Europe,2007.0,74.543,684736.0,9253.896111,MNE,499.0
Madagascar,Africa,1952.0,36.681,4762912.0,1443.011715,MDG,450.0
Iraq,Asia,1957.0,48.437,6248643.0,6229.333562,IRQ,368.0
Burundi,Africa,1987.0,48.21100000000001,5126023.0,621.8188188999999,BDI,108.0
Puerto Rico,Americas,1982.0,73.75,3279001.0,10330.98915,PRI,630.0
"Korea, Dem. Rep.",Asia,1957.0,54.081,9411381.0,1571.134655,KOR,410.0
Switzerland,Europe,1997.0,79.37,7193761.0,32135.323010000004,CHE,756.0
Nicaragua,Americas,1997.0,68.426,4609572.0,2253.023004,NIC,558.0
Sao Tome and Principe,Africa,1957.0,48.945,61325.0,860.7369026,STP,678.0
Madagascar,Africa,1992.0,52.214,12210395.0,1040.67619,MDG,450.0
Puerto Rico,Americas,1967.0,71.1,2648961.0,6929.277714,PRI,630.0
Honduras,Americas,1967.0,50.924,2500689.0,2538.269358,HND,340.0
Puerto Rico,Americas,1962.0,69.62,2448046.0,5108.34463,PRI,630.0
Albania,Europe,1997.0,72.95,3428038.0,3193.054604,ALB,8.0
Senegal,Africa,1967.0,43.563,3965841.0,1612.404632,SEN,686.0
Singapore,Asia,1952.0,60.396,1127000.0,2315.138227,SGP,702.0
Ethiopia,Africa,1992.0,48.091,52088559.0,421.3534653,ETH,231.0
Uganda,Africa,1957.0,42.57100000000001,6675501.0,774.3710692000002,UGA,800.0
"Yemen, Rep.",Asia,1967.0,36.984,6740785.0,862.4421463,YEM,887.0
Mongolia,Asia,1997.0,63.625,2494803.0,1902.2521,MNG,496.0
Namibia,Africa,2002.0,51.479,1972153.0,4072.324751,NAM,516.0
Equatorial Guinea,Africa,1957.0,35.98300000000001,232922.0,426.0964081,GNQ,226.0
Chad,Africa,1987.0,51.051,5498955.0,952.386129,TCD,148.0
Togo,Africa,1962.0,43.922,1528098.0,1067.53481,TGO,768.0
Australia,Oceania,1952.0,69.12,8691212.0,10039.59564,AUS,36.0
Libya,Africa,1957.0,45.289,1201578.0,3448.284395,LBY,434.0
Haiti,Americas,1992.0,55.089,6326682.0,1456.309517,HTI,332.0
Kuwait,Asia,1967.0,64.624,575003.0,80894.88326,KWT,414.0
Guinea-Bissau,Africa,1972.0,36.486,625361.0,820.2245876000002,GNB,624.0
Montenegro,Europe,1992.0,75.435,621621.0,7003.339037000002,MNE,499.0
Austria,Europe,1962.0,69.54,7129864.0,10750.72111,AUT,40.0
Bulgaria,Europe,1972.0,70.9,8576200.0,6597.494398,BGR,100.0
Liberia,Africa,2007.0,45.678,3193942.0,414.5073415,LBR,430.0
Cambodia,Asia,1962.0,43.415,6083619.0,496.9136476,KHM,116.0
Finland,Europe,2007.0,79.313,5238460.0,33207.0844,FIN,246.0
Dominican Republic,Americas,1967.0,56.75100000000001,4049146.0,1653.7230029999996,DOM,214.0
Syria,Asia,1992.0,69.249,13219062.0,3340.542768,SYR,760.0
Uganda,Africa,1972.0,51.01600000000001,10190285.0,950.735869,UGA,800.0
Brazil,Americas,1977.0,61.489,114313951.0,6660.118654,BRA,76.0
Japan,Asia,1967.0,71.43,100825279.0,9847.788607,JPN,
Portugal,Europe,1982.0,72.77,9859650.0,11753.84291,PRT,620.0
Oman,Asia,1967.0,46.988,714775.0,4720.942687,OMN,512.0
Kuwait,Asia,1957.0,58.033,212846.0,113523.1329,KWT,414.0
Malawi,Africa,1997.0,47.495,10419991.0,692.2758102999999,MWI,454.0
Greece,Europe,1952.0,65.86,7733250.0,3530.690067,GRC,300.0
Czech Republic,Europe,2007.0,76.486,10228744.0,22833.30851,CZE,203.0
Sri Lanka,Asia,2007.0,72.396,20378239.0,3970.095407,LKA,144.0
United States,Americas,2002.0,77.31,287675526.0,39097.09955,USA,840.0
Somalia,Africa,1992.0,39.658,6099799.0,926.9602964,SOM,706.0
Zambia,Africa,1997.0,40.238,9417789.0,1071.353818,ZMB,894.0
Brazil,Americas,1992.0,67.057,155975974.0,6950.283020999998,BRA,76.0
Benin,Africa,1992.0,53.919,4981671.0,1191.207681,BEN,204.0
Vietnam,Asia,1997.0,70.672,76048996.0,1385.896769,VNM,704.0
Haiti,Americas,1962.0,43.59,3880130.0,1796.589032,HTI,332.0
Zambia,Africa,1992.0,46.1,8381163.0,1210.884633,ZMB,894.0
Mauritania,Africa,1962.0,44.24800000000001,1146757.0,1055.896036,MRT,478.0
Ethiopia,Africa,1982.0,44.916,38111756.0,577.8607471,ETH,231.0
Togo,Africa,1972.0,49.75899999999999,2056351.0,1649.660188,TGO,768.0
El Salvador,Americas,1972.0,58.207,3790903.0,4520.246008,SLV,222.0
China,Asia,2007.0,72.961,1318683096.0,4959.114854,CHN,156.0
"Korea, Rep.",Asia,1967.0,57.716,30131000.0,2029.228142,KOR,410.0
Iran,Asia,1977.0,57.702,35480679.0,11888.59508,IRN,364.0
Lesotho,Africa,2007.0,42.592,2012649.0,1569.331442,LSO,426.0
Romania,Europe,2002.0,71.322,22404337.0,7885.360081,ROU,642.0
New Zealand,Oceania,1977.0,72.22,3164900.0,16233.7177,NZL,554.0
"Korea, Rep.",Asia,1982.0,67.123,39326000.0,5622.942464,KOR,410.0
Algeria,Africa,1987.0,65.79899999999999,23254956.0,5681.358539,DZA,12.0
Burkina Faso,Africa,2002.0,50.65,12251209.0,1037.645221,BFA,854.0
Taiwan,Asia,1992.0,74.26,20686918.0,15215.6579,TWN,158.0
Reunion,Africa,1992.0,73.615,622191.0,6101.255823,REU,638.0
Ghana,Africa,1972.0,49.875,9354120.0,1178.223708,GHA,288.0
"Hong Kong, China",Asia,1982.0,75.45,5264500.0,14560.53051,HKG,344.0
Eritrea,Africa,1957.0,38.047,1542611.0,344.1618859,ERI,232.0
Djibouti,Africa,1997.0,53.157,417908.0,1895.016984,DJI,262.0
Chad,Africa,1952.0,38.092,2682462.0,1178.665927,TCD,148.0
Costa Rica,Americas,1992.0,75.71300000000002,3173216.0,6160.416317,CRI,188.0
Mongolia,Asia,1977.0,55.49100000000001,1528000.0,1647.511665,MNG,496.0
Libya,Africa,1982.0,62.155,3344074.0,17364.275380000006,LBY,434.0
Iceland,Europe,1972.0,74.46,209275.0,15798.06362,ISL,352.0
Somalia,Africa,1982.0,42.955,5828892.0,1176.807031,SOM,706.0
Chile,Americas,1997.0,75.816,14599929.0,10118.05318,CHL,152.0
Germany,Europe,1987.0,74.847,77718298.0,24639.18566,DEU,276.0
"Congo, Dem. Rep.",Africa,1972.0,45.989,23007669.0,904.8960685,COD,180.0
Madagascar,Africa,1997.0,54.978,14165114.0,986.2958956,MDG,450.0
Zambia,Africa,1972.0,50.107,4506497.0,1773.498265,ZMB,894.0
Sudan,Africa,1987.0,51.744,24725960.0,1507.819159,SDN,736.0
"Congo, Rep.",Africa,1982.0,56.695,1774735.0,4879.507522,COG,178.0
Argentina,Americas,1972.0,67.065,24779799.0,9443.038526,ARG,32.0
Gambia,Africa,1987.0,49.265,848406.0,611.6588611000002,GMB,270.0
Kuwait,Asia,1952.0,55.565,160000.0,108382.3529,KWT,414.0
Cambodia,Asia,1997.0,56.534,11782962.0,734.28517,KHM,116.0
Cote d'Ivoire,Africa,1967.0,47.35,4744870.0,2052.050473,CIV,384.0
Botswana,Africa,2007.0,50.728,1639131.0,12569.85177,BWA,72.0
Cote d'Ivoire,Africa,2002.0,46.832,16252726.0,1648.800823,CIV,384.0
Kenya,Africa,1977.0,56.155,14500404.0,1267.613204,KEN,404.0
Niger,Africa,1957.0,38.598,3692184.0,835.5234025000002,NER,562.0
New Zealand,Oceania,1987.0,74.32,3317166.0,19007.19129,NZL,554.0
Portugal,Europe,1977.0,70.41,9662600.0,10172.48572,PRT,620.0
India,Asia,1997.0,61.765,959000000.0,1458.817442,IND,356.0
Italy,Europe,2007.0,80.546,58147733.0,28569.7197,ITA,380.0
Switzerland,Europe,2007.0,81.70100000000002,7554661.0,37506.41907,CHE,756.0
Morocco,Africa,1977.0,55.73,18396941.0,2370.619976,MAR,504.0
Thailand,Asia,1987.0,66.084,52910342.0,2982.653773,THA,764.0
Cuba,Americas,1997.0,76.15100000000002,10983007.0,5431.990415,CUB,192.0
Sweden,Europe,1977.0,75.44,8251648.0,18855.72521,SWE,752.0
South Africa,Africa,1967.0,51.927,20997321.0,7114.477970999998,ZAF,710.0
Niger,Africa,1982.0,42.598,6437188.0,909.7221354,NER,562.0
Tanzania,Africa,1977.0,49.919,17129565.0,962.4922932,TZA,834.0
Italy,Europe,1952.0,65.94,47666000.0,4931.404154999998,ITA,380.0
Bosnia and Herzegovina,Europe,1962.0,61.93,3349000.0,1709.683679,BIH,70.0
Myanmar,Asia,1957.0,41.905,21731844.0,350.0,MMR,104.0
